C:\Users\Lenovo\.conda\envs\d2l_env\python.exe E:\python\大模型应用开发\实验二\nanoGPT-master\train2.py 
初始化 GPU 模型 | 配置：n_layer=6, n_head=8, n_embd=256
number of parameters: 17.60M
num decayed parameter tensors: 26, with 17,629,184 parameters
num non-decayed parameter tensors: 13, with 3,328 parameters
using fused AdamW: True

开始 GPU 训练 | 数据集：tianlong | 总迭代数：5000 | 批次大小：16
【训练】迭代 278 | 训练损失：3.1357 | 耗时：36.26ms | GPU 利用率：1.89%
【训练】迭代 279 | 训练损失：2.9234 | 耗时：37.59ms | GPU 利用率：1.89%
【训练】迭代 280 | 训练损失：3.1503 | 耗时：36.27ms | GPU 利用率：1.90%
【训练】迭代 281 | 训练损失：3.1278 | 耗时：38.38ms | GPU 利用率：1.89%
【训练】迭代 282 | 训练损失：3.1337 | 耗时：36.24ms | GPU 利用率：1.90%
【训练】迭代 283 | 训练损失：3.0218 | 耗时：37.97ms | GPU 利用率：1.89%
【训练】迭代 284 | 训练损失：3.0914 | 耗时：37.94ms | GPU 利用率：1.89%
【训练】迭代 285 | 训练损失：3.0010 | 耗时：36.31ms | GPU 利用率：1.90%
【训练】迭代 286 | 训练损失：2.9349 | 耗时：37.49ms | GPU 利用率：1.90%
【训练】迭代 287 | 训练损失：3.1466 | 耗时：37.61ms | GPU 利用率：1.90%
【训练】迭代 288 | 训练损失：3.1390 | 耗时：36.18ms | GPU 利用率：1.90%
【训练】迭代 289 | 训练损失：3.0149 | 耗时：37.71ms | GPU 利用率：1.90%
【训练】迭代 290 | 训练损失：3.0959 | 耗时：35.02ms | GPU 利用率：1.91%
【训练】迭代 291 | 训练损失：3.0426 | 耗时：37.21ms | GPU 利用率：1.91%
【训练】迭代 292 | 训练损失：3.0488 | 耗时：37.89ms | GPU 利用率：1.91%
【训练】迭代 293 | 训练损失：3.0610 | 耗时：35.34ms | GPU 利用率：1.92%
【训练】迭代 294 | 训练损失：3.0041 | 耗时：37.89ms | GPU 利用率：1.91%
【训练】迭代 295 | 训练损失：3.0282 | 耗时：37.60ms | GPU 利用率：1.91%
【训练】迭代 296 | 训练损失：3.1218 | 耗时：36.19ms | GPU 利用率：1.91%
【训练】迭代 297 | 训练损失：2.9250 | 耗时：38.69ms | GPU 利用率：1.91%
【训练】迭代 298 | 训练损失：2.9913 | 耗时：36.44ms | GPU 利用率：1.91%
【训练】迭代 299 | 训练损失：2.9272 | 耗时：36.46ms | GPU 利用率：1.91%
【训练】迭代 300 | 训练损失：3.0541 | 耗时：38.56ms | GPU 利用率：1.91%
【训练】迭代 301 | 训练损失：3.0498 | 耗时：37.30ms | GPU 利用率：1.91%
【训练】迭代 302 | 训练损失：3.1363 | 耗时：37.17ms | GPU 利用率：1.91%
【训练】迭代 303 | 训练损失：2.9288 | 耗时：37.87ms | GPU 利用率：1.90%
【训练】迭代 304 | 训练损失：3.0361 | 耗时：38.00ms | GPU 利用率：1.90%
【训练】迭代 305 | 训练损失：3.0724 | 耗时：36.43ms | GPU 利用率：1.90%
【训练】迭代 306 | 训练损失：3.0328 | 耗时：36.30ms | GPU 利用率：1.91%
【训练】迭代 307 | 训练损失：2.9193 | 耗时：36.87ms | GPU 利用率：1.91%
【训练】迭代 308 | 训练损失：3.0158 | 耗时：38.36ms | GPU 利用率：1.90%
【训练】迭代 309 | 训练损失：2.9521 | 耗时：36.85ms | GPU 利用率：1.91%
【训练】迭代 310 | 训练损失：3.1073 | 耗时：39.00ms | GPU 利用率：1.90%
【训练】迭代 311 | 训练损失：2.9819 | 耗时：35.93ms | GPU 利用率：1.90%
【训练】迭代 312 | 训练损失：3.0990 | 耗时：35.91ms | GPU 利用率：1.91%
【训练】迭代 313 | 训练损失：3.0636 | 耗时：38.33ms | GPU 利用率：1.90%
【训练】迭代 314 | 训练损失：2.9863 | 耗时：35.93ms | GPU 利用率：1.91%
【训练】迭代 315 | 训练损失：3.0399 | 耗时：37.41ms | GPU 利用率：1.91%
【训练】迭代 316 | 训练损失：3.0057 | 耗时：39.18ms | GPU 利用率：1.90%
【训练】迭代 317 | 训练损失：3.0809 | 耗时：37.86ms | GPU 利用率：1.90%
【训练】迭代 318 | 训练损失：2.9607 | 耗时：36.70ms | GPU 利用率：1.90%
【训练】迭代 319 | 训练损失：2.9144 | 耗时：36.41ms | GPU 利用率：1.90%
【训练】迭代 320 | 训练损失：2.9090 | 耗时：37.35ms | GPU 利用率：1.90%
【训练】迭代 321 | 训练损失：2.9936 | 耗时：37.57ms | GPU 利用率：1.90%
【训练】迭代 322 | 训练损失：3.0138 | 耗时：37.90ms | GPU 利用率：1.90%
【训练】迭代 323 | 训练损失：3.1780 | 耗时：37.36ms | GPU 利用率：1.90%
【训练】迭代 324 | 训练损失：3.0016 | 耗时：36.51ms | GPU 利用率：1.90%
【训练】迭代 325 | 训练损失：3.0625 | 耗时：36.22ms | GPU 利用率：1.91%
【训练】迭代 326 | 训练损失：3.1310 | 耗时：36.75ms | GPU 利用率：1.91%
【训练】迭代 327 | 训练损失：2.9689 | 耗时：36.18ms | GPU 利用率：1.92%
【训练】迭代 328 | 训练损失：2.9724 | 耗时：39.88ms | GPU 利用率：1.90%
【训练】迭代 329 | 训练损失：2.9884 | 耗时：37.01ms | GPU 利用率：1.90%
【训练】迭代 330 | 训练损失：3.0886 | 耗时：35.77ms | GPU 利用率：1.91%
【训练】迭代 331 | 训练损失：2.9941 | 耗时：36.62ms | GPU 利用率：1.91%
【训练】迭代 332 | 训练损失：3.0321 | 耗时：37.70ms | GPU 利用率：1.91%
【训练】迭代 333 | 训练损失：3.0356 | 耗时：35.93ms | GPU 利用率：1.92%
【训练】迭代 334 | 训练损失：2.9286 | 耗时：37.89ms | GPU 利用率：1.91%
【训练】迭代 335 | 训练损失：2.9811 | 耗时：36.38ms | GPU 利用率：1.92%
【训练】迭代 336 | 训练损失：2.9721 | 耗时：36.75ms | GPU 利用率：1.92%
【训练】迭代 337 | 训练损失：3.0353 | 耗时：35.90ms | GPU 利用率：1.92%
【训练】迭代 338 | 训练损失：2.9678 | 耗时：36.35ms | GPU 利用率：1.92%
【训练】迭代 339 | 训练损失：3.1414 | 耗时：36.56ms | GPU 利用率：1.93%
【训练】迭代 340 | 训练损失：3.0708 | 耗时：39.16ms | GPU 利用率：1.91%
【训练】迭代 341 | 训练损失：3.0201 | 耗时：35.62ms | GPU 利用率：1.92%
【训练】迭代 342 | 训练损失：2.9314 | 耗时：36.42ms | GPU 利用率：1.92%
【训练】迭代 343 | 训练损失：2.9297 | 耗时：38.74ms | GPU 利用率：1.91%
【训练】迭代 344 | 训练损失：2.8896 | 耗时：36.98ms | GPU 利用率：1.91%
【训练】迭代 345 | 训练损失：2.9872 | 耗时：36.82ms | GPU 利用率：1.92%
【训练】迭代 346 | 训练损失：2.9770 | 耗时：39.71ms | GPU 利用率：1.90%
【训练】迭代 347 | 训练损失：3.0003 | 耗时：36.74ms | GPU 利用率：1.91%
【训练】迭代 348 | 训练损失：3.1263 | 耗时：39.22ms | GPU 利用率：1.90%
【训练】迭代 349 | 训练损失：2.9509 | 耗时：36.70ms | GPU 利用率：1.90%
【训练】迭代 350 | 训练损失：2.9257 | 耗时：37.12ms | GPU 利用率：1.90%
【训练】迭代 351 | 训练损失：2.9641 | 耗时：36.01ms | GPU 利用率：1.91%
【训练】迭代 352 | 训练损失：3.1073 | 耗时：37.73ms | GPU 利用率：1.90%
【训练】迭代 353 | 训练损失：3.0711 | 耗时：36.26ms | GPU 利用率：1.91%
【训练】迭代 354 | 训练损失：3.0628 | 耗时：38.07ms | GPU 利用率：1.90%
【训练】迭代 355 | 训练损失：3.0603 | 耗时：38.73ms | GPU 利用率：1.90%
【训练】迭代 356 | 训练损失：2.9378 | 耗时：36.48ms | GPU 利用率：1.90%
【训练】迭代 357 | 训练损失：2.9899 | 耗时：36.54ms | GPU 利用率：1.91%
【训练】迭代 358 | 训练损失：3.0785 | 耗时：37.38ms | GPU 利用率：1.90%
【训练】迭代 359 | 训练损失：3.0638 | 耗时：36.55ms | GPU 利用率：1.91%
【训练】迭代 360 | 训练损失：3.0662 | 耗时：36.16ms | GPU 利用率：1.91%
【训练】迭代 361 | 训练损失：2.9915 | 耗时：37.01ms | GPU 利用率：1.91%
【训练】迭代 362 | 训练损失：2.9426 | 耗时：36.00ms | GPU 利用率：1.92%
【训练】迭代 363 | 训练损失：2.9748 | 耗时：38.87ms | GPU 利用率：1.91%
【训练】迭代 364 | 训练损失：3.0114 | 耗时：39.50ms | GPU 利用率：1.90%
【训练】迭代 365 | 训练损失：2.8910 | 耗时：37.91ms | GPU 利用率：1.89%
【训练】迭代 366 | 训练损失：3.0055 | 耗时：35.00ms | GPU 利用率：1.91%
【训练】迭代 367 | 训练损失：2.9026 | 耗时：36.01ms | GPU 利用率：1.91%
【训练】迭代 368 | 训练损失：3.0241 | 耗时：38.45ms | GPU 利用率：1.91%
【训练】迭代 369 | 训练损失：2.9904 | 耗时：36.94ms | GPU 利用率：1.91%
【训练】迭代 370 | 训练损失：2.9525 | 耗时：37.22ms | GPU 利用率：1.91%
【训练】迭代 371 | 训练损失：2.8734 | 耗时：35.00ms | GPU 利用率：1.92%
【训练】迭代 372 | 训练损失：2.9483 | 耗时：37.14ms | GPU 利用率：1.92%
【训练】迭代 373 | 训练损失：3.0139 | 耗时：38.56ms | GPU 利用率：1.91%
【训练】迭代 374 | 训练损失：2.9516 | 耗时：35.71ms | GPU 利用率：1.92%
【训练】迭代 375 | 训练损失：2.8523 | 耗时：37.00ms | GPU 利用率：1.92%
【训练】迭代 376 | 训练损失：3.0238 | 耗时：37.49ms | GPU 利用率：1.91%
【训练】迭代 377 | 训练损失：2.8718 | 耗时：37.39ms | GPU 利用率：1.91%
【训练】迭代 378 | 训练损失：3.0391 | 耗时：36.16ms | GPU 利用率：1.92%
【训练】迭代 379 | 训练损失：3.0508 | 耗时：36.06ms | GPU 利用率：1.92%
【训练】迭代 380 | 训练损失：2.9632 | 耗时：37.64ms | GPU 利用率：1.92%
【训练】迭代 381 | 训练损失：2.9941 | 耗时：36.45ms | GPU 利用率：1.92%
【训练】迭代 382 | 训练损失：2.9212 | 耗时：38.19ms | GPU 利用率：1.91%
【训练】迭代 383 | 训练损失：2.9119 | 耗时：38.31ms | GPU 利用率：1.91%
【训练】迭代 384 | 训练损失：2.9456 | 耗时：37.29ms | GPU 利用率：1.91%
【训练】迭代 385 | 训练损失：2.8923 | 耗时：37.21ms | GPU 利用率：1.91%
【训练】迭代 386 | 训练损失：2.9410 | 耗时：36.28ms | GPU 利用率：1.91%
【训练】迭代 387 | 训练损失：2.9530 | 耗时：37.87ms | GPU 利用率：1.91%
【训练】迭代 388 | 训练损失：2.9331 | 耗时：38.68ms | GPU 利用率：1.90%
【训练】迭代 389 | 训练损失：2.9847 | 耗时：36.02ms | GPU 利用率：1.91%
【训练】迭代 390 | 训练损失：3.1475 | 耗时：36.47ms | GPU 利用率：1.91%
【训练】迭代 391 | 训练损失：2.9788 | 耗时：38.21ms | GPU 利用率：1.90%
【训练】迭代 392 | 训练损失：2.8928 | 耗时：36.84ms | GPU 利用率：1.91%
【训练】迭代 393 | 训练损失：2.8713 | 耗时：36.58ms | GPU 利用率：1.91%
【训练】迭代 394 | 训练损失：2.8583 | 耗时：37.72ms | GPU 利用率：1.91%
【训练】迭代 395 | 训练损失：2.7764 | 耗时：37.30ms | GPU 利用率：1.91%
【训练】迭代 396 | 训练损失：2.9103 | 耗时：35.27ms | GPU 利用率：1.92%
【训练】迭代 397 | 训练损失：2.9569 | 耗时：37.96ms | GPU 利用率：1.91%
【训练】迭代 398 | 训练损失：2.9499 | 耗时：36.90ms | GPU 利用率：1.91%
【训练】迭代 399 | 训练损失：2.9638 | 耗时：35.74ms | GPU 利用率：1.92%
【训练】迭代 400 | 训练损失：3.0138 | 耗时：39.00ms | GPU 利用率：1.91%
【训练】迭代 401 | 训练损失：2.9812 | 耗时：36.36ms | GPU 利用率：1.91%
【训练】迭代 402 | 训练损失：2.9301 | 耗时：35.78ms | GPU 利用率：1.92%
【训练】迭代 403 | 训练损失：2.9197 | 耗时：39.62ms | GPU 利用率：1.91%
【训练】迭代 404 | 训练损失：2.9767 | 耗时：36.26ms | GPU 利用率：1.91%
【训练】迭代 405 | 训练损失：2.8629 | 耗时：38.02ms | GPU 利用率：1.91%
【训练】迭代 406 | 训练损失：2.8310 | 耗时：36.45ms | GPU 利用率：1.91%
【训练】迭代 407 | 训练损失：2.9635 | 耗时：37.10ms | GPU 利用率：1.91%
【训练】迭代 408 | 训练损失：2.8304 | 耗时：37.00ms | GPU 利用率：1.91%
【训练】迭代 409 | 训练损失：2.9141 | 耗时：39.10ms | GPU 利用率：1.90%
【训练】迭代 410 | 训练损失：2.9068 | 耗时：36.17ms | GPU 利用率：1.91%
【训练】迭代 411 | 训练损失：2.7709 | 耗时：37.17ms | GPU 利用率：1.91%
【训练】迭代 412 | 训练损失：2.9594 | 耗时：38.03ms | GPU 利用率：1.90%
【训练】迭代 413 | 训练损失：2.9257 | 耗时：35.00ms | GPU 利用率：1.91%
【训练】迭代 414 | 训练损失：2.9304 | 耗时：37.17ms | GPU 利用率：1.91%
【训练】迭代 415 | 训练损失：2.9577 | 耗时：37.38ms | GPU 利用率：1.91%
【训练】迭代 416 | 训练损失：2.8259 | 耗时：36.39ms | GPU 利用率：1.92%
【训练】迭代 417 | 训练损失：2.9435 | 耗时：36.93ms | GPU 利用率：1.92%
【训练】迭代 418 | 训练损失：2.9426 | 耗时：37.99ms | GPU 利用率：1.91%
【训练】迭代 419 | 训练损失：2.8630 | 耗时：38.82ms | GPU 利用率：1.90%
【训练】迭代 420 | 训练损失：2.9390 | 耗时：36.87ms | GPU 利用率：1.90%
【训练】迭代 421 | 训练损失：2.9870 | 耗时：37.06ms | GPU 利用率：1.91%
【训练】迭代 422 | 训练损失：3.0083 | 耗时：35.82ms | GPU 利用率：1.91%
【训练】迭代 423 | 训练损失：2.9183 | 耗时：37.25ms | GPU 利用率：1.91%
【训练】迭代 424 | 训练损失：2.9662 | 耗时：39.02ms | GPU 利用率：1.90%
【训练】迭代 425 | 训练损失：2.8109 | 耗时：35.51ms | GPU 利用率：1.91%
【训练】迭代 426 | 训练损失：2.9190 | 耗时：36.85ms | GPU 利用率：1.91%
【训练】迭代 427 | 训练损失：3.0243 | 耗时：39.09ms | GPU 利用率：1.90%
【训练】迭代 428 | 训练损失：2.9080 | 耗时：35.00ms | GPU 利用率：1.91%
【训练】迭代 429 | 训练损失：3.0037 | 耗时：38.00ms | GPU 利用率：1.91%
【训练】迭代 430 | 训练损失：2.9917 | 耗时：37.79ms | GPU 利用率：1.91%
【训练】迭代 431 | 训练损失：2.9468 | 耗时：35.51ms | GPU 利用率：1.92%
【训练】迭代 432 | 训练损失：2.8405 | 耗时：37.45ms | GPU 利用率：1.91%
【训练】迭代 433 | 训练损失：2.8501 | 耗时：36.21ms | GPU 利用率：1.92%
【训练】迭代 434 | 训练损失：2.7912 | 耗时：37.02ms | GPU 利用率：1.92%
【训练】迭代 435 | 训练损失：2.8322 | 耗时：38.00ms | GPU 利用率：1.91%
【训练】迭代 436 | 训练损失：2.9193 | 耗时：37.49ms | GPU 利用率：1.91%
【训练】迭代 437 | 训练损失：2.9819 | 耗时：36.11ms | GPU 利用率：1.91%
【训练】迭代 438 | 训练损失：2.9133 | 耗时：37.06ms | GPU 利用率：1.91%
【训练】迭代 439 | 训练损失：2.7993 | 耗时：36.72ms | GPU 利用率：1.92%
【训练】迭代 440 | 训练损失：2.9578 | 耗时：36.99ms | GPU 利用率：1.92%
【训练】迭代 441 | 训练损失：2.8888 | 耗时：38.48ms | GPU 利用率：1.91%
【训练】迭代 442 | 训练损失：2.8716 | 耗时：36.04ms | GPU 利用率：1.91%
【训练】迭代 443 | 训练损失：2.8625 | 耗时：35.99ms | GPU 利用率：1.92%
【训练】迭代 444 | 训练损失：2.9376 | 耗时：36.73ms | GPU 利用率：1.92%
【训练】迭代 445 | 训练损失：2.8494 | 耗时：38.05ms | GPU 利用率：1.91%
【训练】迭代 446 | 训练损失：2.8388 | 耗时：38.19ms | GPU 利用率：1.91%
【训练】迭代 447 | 训练损失：2.9525 | 耗时：37.12ms | GPU 利用率：1.91%
【训练】迭代 448 | 训练损失：2.7388 | 耗时：37.13ms | GPU 利用率：1.91%
【训练】迭代 449 | 训练损失：2.7893 | 耗时：37.45ms | GPU 利用率：1.91%
【训练】迭代 450 | 训练损失：2.8075 | 耗时：37.76ms | GPU 利用率：1.90%
【训练】迭代 451 | 训练损失：2.8331 | 耗时：36.45ms | GPU 利用率：1.91%
【训练】迭代 452 | 训练损失：2.8382 | 耗时：38.07ms | GPU 利用率：1.90%
【训练】迭代 453 | 训练损失：2.8360 | 耗时：36.03ms | GPU 利用率：1.91%
【训练】迭代 454 | 训练损失：2.9322 | 耗时：37.98ms | GPU 利用率：1.91%
【训练】迭代 455 | 训练损失：2.8392 | 耗时：36.02ms | GPU 利用率：1.91%
【训练】迭代 456 | 训练损失：2.8717 | 耗时：38.37ms | GPU 利用率：1.91%
【训练】迭代 457 | 训练损失：2.9015 | 耗时：38.34ms | GPU 利用率：1.90%
【训练】迭代 458 | 训练损失：2.7666 | 耗时：37.56ms | GPU 利用率：1.90%
【训练】迭代 459 | 训练损失：2.8406 | 耗时：37.00ms | GPU 利用率：1.90%
【训练】迭代 460 | 训练损失：2.8561 | 耗时：38.45ms | GPU 利用率：1.89%
【训练】迭代 461 | 训练损失：2.9245 | 耗时：36.92ms | GPU 利用率：1.90%
【训练】迭代 462 | 训练损失：2.9466 | 耗时：37.43ms | GPU 利用率：1.90%
【训练】迭代 463 | 训练损失：2.9082 | 耗时：37.98ms | GPU 利用率：1.89%
【训练】迭代 464 | 训练损失：2.7869 | 耗时：35.99ms | GPU 利用率：1.90%
【训练】迭代 465 | 训练损失：2.8370 | 耗时：37.83ms | GPU 利用率：1.90%
【训练】迭代 466 | 训练损失：2.8378 | 耗时：38.00ms | GPU 利用率：1.89%
【训练】迭代 467 | 训练损失：2.7449 | 耗时：36.23ms | GPU 利用率：1.90%
【训练】迭代 468 | 训练损失：2.8145 | 耗时：39.44ms | GPU 利用率：1.89%
【训练】迭代 469 | 训练损失：2.9536 | 耗时：36.12ms | GPU 利用率：1.90%
【训练】迭代 470 | 训练损失：2.8745 | 耗时：38.00ms | GPU 利用率：1.89%
【训练】迭代 471 | 训练损失：2.8482 | 耗时：37.75ms | GPU 利用率：1.89%
【训练】迭代 472 | 训练损失：2.8609 | 耗时：37.61ms | GPU 利用率：1.89%
【训练】迭代 473 | 训练损失：2.8528 | 耗时：37.19ms | GPU 利用率：1.89%
【训练】迭代 474 | 训练损失：2.9768 | 耗时：35.98ms | GPU 利用率：1.90%
【训练】迭代 475 | 训练损失：2.9224 | 耗时：36.56ms | GPU 利用率：1.90%
【训练】迭代 476 | 训练损失：2.8864 | 耗时：39.13ms | GPU 利用率：1.90%
【训练】迭代 477 | 训练损失：2.8216 | 耗时：35.71ms | GPU 利用率：1.90%
【训练】迭代 478 | 训练损失：2.9504 | 耗时：39.62ms | GPU 利用率：1.89%
【训练】迭代 479 | 训练损失：2.8265 | 耗时：36.78ms | GPU 利用率：1.90%
【训练】迭代 480 | 训练损失：2.7623 | 耗时：35.95ms | GPU 利用率：1.90%
【训练】迭代 481 | 训练损失：2.8407 | 耗时：37.26ms | GPU 利用率：1.90%
【训练】迭代 482 | 训练损失：2.9835 | 耗时：37.16ms | GPU 利用率：1.90%
【训练】迭代 483 | 训练损失：2.9356 | 耗时：37.24ms | GPU 利用率：1.90%
【训练】迭代 484 | 训练损失：2.8582 | 耗时：37.17ms | GPU 利用率：1.90%
【训练】迭代 485 | 训练损失：2.9389 | 耗时：37.19ms | GPU 利用率：1.90%
【训练】迭代 486 | 训练损失：2.7750 | 耗时：36.19ms | GPU 利用率：1.91%
【训练】迭代 487 | 训练损失：2.8552 | 耗时：37.49ms | GPU 利用率：1.91%
【训练】迭代 488 | 训练损失：2.7575 | 耗时：35.89ms | GPU 利用率：1.91%
【训练】迭代 489 | 训练损失：2.7410 | 耗时：37.08ms | GPU 利用率：1.91%
【训练】迭代 490 | 训练损失：2.9384 | 耗时：38.15ms | GPU 利用率：1.91%
【训练】迭代 491 | 训练损失：2.7456 | 耗时：35.86ms | GPU 利用率：1.92%
【训练】迭代 492 | 训练损失：2.7907 | 耗时：37.16ms | GPU 利用率：1.91%
【训练】迭代 493 | 训练损失：2.9375 | 耗时：36.83ms | GPU 利用率：1.92%
【训练】迭代 494 | 训练损失：2.8345 | 耗时：36.87ms | GPU 利用率：1.92%
【训练】迭代 495 | 训练损失：2.9161 | 耗时：36.87ms | GPU 利用率：1.92%
【训练】迭代 496 | 训练损失：2.8428 | 耗时：36.81ms | GPU 利用率：1.92%
【训练】迭代 497 | 训练损失：2.7880 | 耗时：37.13ms | GPU 利用率：1.92%
